subj_id;trial;block;stim;true_cat;cat0_is_right_key;color_presentation_order;feature_presentation_order;response;time;time_pressure_cond;time_pressure_in_ms
6;356;training;123;1;1;120;201;1;2198;True;NA
6;357;training;113;0;1;120;201;0;888;True;NA
6;358;familiarization;113;0;1;120;201;1;616;True;689.0
6;359;familiarization;212;1;1;120;201;NA;NA;True;689.0
6;360;familiarization;222;0;1;120;201;NA;NA;True;689.0
6;361;familiarization;223;0;1;120;201;NA;NA;True;689.0
6;362;familiarization;112;1;1;120;201;NA;NA;True;689.0
6;363;familiarization;213;0;1;120;201;0;592;True;689.0
6;364;familiarization;123;1;1;120;201;0;559;True;689.0
6;365;familiarization;122;1;1;120;201;NA;NA;True;689.0
6;366;familiarization;212;1;1;120;201;0;571;True;689.0
6;367;familiarization;223;0;1;120;201;0;651;True;689.0
6;368;familiarization;123;1;1;120;201;1;589;True;689.0
6;369;familiarization;112;1;1;120;201;1;568;True;689.0
6;370;familiarization;222;0;1;120;201;NA;NA;True;689.0
6;371;familiarization;113;0;1;120;201;NA;NA;True;689.0
6;372;familiarization;213;0;1;120;201;NA;NA;True;689.0
6;373;familiarization;122;1;1;120;201;NA;NA;True;689.0
6;374;familiarization;212;1;1;120;201;0;597;True;689.0
6;375;familiarization;213;0;1;120;201;1;531;True;689.0
6;376;familiarization;113;0;1;120;201;0;660;True;689.0
6;377;familiarization;123;1;1;120;201;NA;NA;True;689.0
6;378;familiarization;223;0;1;120;201;NA;NA;True;689.0
6;379;familiarization;112;1;1;120;201;1;604;True;689.0
6;380;familiarization;122;1;1;120;201;1;473;True;689.0
6;381;familiarization;222;0;1;120;201;0;514;True;689.0
6;382;familiarization;113;0;1;120;201;1;508;True;689.0
6;383;familiarization;122;1;1;120;201;0;617;True;689.0
6;384;familiarization;123;1;1;120;201;0;661;True;689.0
6;385;familiarization;223;0;1;120;201;NA;NA;True;689.0
6;386;familiarization;213;0;1;120;201;NA;NA;True;689.0
6;387;familiarization;112;1;1;120;201;1;686;True;689.0
6;388;familiarization;222;0;1;120;201;NA;NA;True;689.0
6;389;familiarization;212;1;1;120;201;0;683;True;689.0
6;390;test;212;NA;1;120;201;1;520;True;689.0
6;391;test;442;NA;1;120;201;0;408;True;689.0
6;392;test;342;NA;1;120;201;0;599;True;689.0
6;393;test;113;NA;1;120;201;NA;NA;True;689.0
6;394;test;211;NA;1;120;201;0;629;True;689.0
6;395;test;114;NA;1;120;201;0;544;True;689.0
6;396;test;123;NA;1;120;201;1;569;True;689.0
6;397;test;332;NA;1;120;201;0;549;True;689.0
6;398;test;222;NA;1;120;201;NA;NA;True;689.0
6;399;test;432;NA;1;120;201;0;469;True;689.0
6;400;test;113;NA;1;120;201;1;373;True;689.0
6;401;test;342;NA;1;120;201;0;375;True;689.0
6;402;test;211;NA;1;120;201;1;650;True;689.0
6;403;test;212;NA;1;120;201;1;430;True;689.0
6;404;test;432;NA;1;120;201;0;393;True;689.0
6;405;test;114;NA;1;120;201;1;418;True;689.0
6;406;test;442;NA;1;120;201;0;516;True;689.0
6;407;test;123;NA;1;120;201;0;679;True;689.0
6;408;test;222;NA;1;120;201;1;564;True;689.0
6;409;test;332;NA;1;120;201;0;429;True;689.0
6;410;test;432;NA;1;120;201;0;476;True;689.0
6;411;test;332;NA;1;120;201;0;475;True;689.0
6;412;test;114;NA;1;120;201;0;600;True;689.0
6;413;test;211;NA;1;120;201;NA;NA;True;689.0
6;414;test;222;NA;1;120;201;1;569;True;689.0
6;415;test;342;NA;1;120;201;0;499;True;689.0
6;416;test;212;NA;1;120;201;1;518;True;689.0
6;417;test;123;NA;1;120;201;0;563;True;689.0
6;418;test;113;NA;1;120;201;0;549;True;689.0
6;419;test;442;NA;1;120;201;0;504;True;689.0
6;420;test;211;NA;1;120;201;1;312;True;689.0
6;421;test;212;NA;1;120;201;1;548;True;689.0
6;422;test;432;NA;1;120;201;0;374;True;689.0
6;423;test;222;NA;1;120;201;1;538;True;689.0
6;424;test;113;NA;1;120;201;0;623;True;689.0
6;425;test;442;NA;1;120;201;0;400;True;689.0
6;426;test;114;NA;1;120;201;0;508;True;689.0
6;427;test;332;NA;1;120;201;0;673;True;689.0
6;428;test;342;NA;1;120;201;0;480;True;689.0
6;429;test;123;NA;1;120;201;1;361;True;689.0
6;430;test;212;NA;1;120;201;1;519;True;689.0
6;431;test;342;NA;1;120;201;0;416;True;689.0
6;432;test;222;NA;1;120;201;1;661;True;689.0
6;433;test;211;NA;1;120;201;0;446;True;689.0
6;434;test;332;NA;1;120;201;0;510;True;689.0
6;435;test;123;NA;1;120;201;0;529;True;689.0
6;436;test;114;NA;1;120;201;0;569;True;689.0
6;437;test;432;NA;1;120;201;0;538;True;689.0
6;438;test;442;NA;1;120;201;0;467;True;689.0
6;439;test;113;NA;1;120;201;1;390;True;689.0
6;440;test;113;NA;1;120;201;1;537;True;689.0
6;441;test;211;NA;1;120;201;0;580;True;689.0
6;442;test;332;NA;1;120;201;0;494;True;689.0
6;443;test;432;NA;1;120;201;0;381;True;689.0
6;444;test;342;NA;1;120;201;0;583;True;689.0
6;445;test;212;NA;1;120;201;1;569;True;689.0
6;446;test;222;NA;1;120;201;1;492;True;689.0
6;447;test;442;NA;1;120;201;0;411;True;689.0
6;448;test;123;NA;1;120;201;0;621;True;689.0
6;449;test;114;NA;1;120;201;0;552;True;689.0
6;450;test;212;NA;1;120;201;NA;NA;True;689.0
6;451;test;113;NA;1;120;201;0;600;True;689.0
6;452;test;114;NA;1;120;201;0;439;True;689.0
6;453;test;332;NA;1;120;201;NA;NA;True;689.0
6;454;test;442;NA;1;120;201;0;548;True;689.0
6;455;test;222;NA;1;120;201;1;516;True;689.0
6;456;test;123;NA;1;120;201;0;436;True;689.0
6;457;test;211;NA;1;120;201;0;538;True;689.0
6;458;test;342;NA;1;120;201;NA;NA;True;689.0
6;459;test;432;NA;1;120;201;0;523;True;689.0
6;460;test;332;NA;1;120;201;0;566;True;689.0
6;461;test;123;NA;1;120;201;1;514;True;689.0
6;462;test;432;NA;1;120;201;0;522;True;689.0
6;463;test;114;NA;1;120;201;0;451;True;689.0
6;464;test;212;NA;1;120;201;NA;NA;True;689.0
6;465;test;342;NA;1;120;201;0;520;True;689.0
6;466;test;222;NA;1;120;201;NA;NA;True;689.0
6;467;test;113;NA;1;120;201;NA;NA;True;689.0
6;468;test;442;NA;1;120;201;0;442;True;689.0
6;469;test;211;NA;1;120;201;0;594;True;689.0
6;470;test;123;NA;1;120;201;0;501;True;689.0
6;471;test;212;NA;1;120;201;1;507;True;689.0
6;472;test;442;NA;1;120;201;0;452;True;689.0
6;473;test;113;NA;1;120;201;1;471;True;689.0
6;474;test;222;NA;1;120;201;0;483;True;689.0
6;475;test;211;NA;1;120;201;NA;NA;True;689.0
6;476;test;332;NA;1;120;201;0;498;True;689.0
6;477;test;114;NA;1;120;201;1;447;True;689.0
6;478;test;432;NA;1;120;201;0;460;True;689.0
6;479;test;342;NA;1;120;201;0;586;True;689.0
6;480;test;222;NA;1;120;201;1;604;True;689.0
6;481;test;211;NA;1;120;201;1;641;True;689.0
6;482;test;114;NA;1;120;201;0;406;True;689.0
6;483;test;332;NA;1;120;201;1;429;True;689.0
6;484;test;123;NA;1;120;201;1;500;True;689.0
6;485;test;212;NA;1;120;201;0;496;True;689.0
6;486;test;113;NA;1;120;201;0;577;True;689.0
6;487;test;442;NA;1;120;201;0;540;True;689.0
6;488;test;342;NA;1;120;201;0;460;True;689.0
6;489;test;432;NA;1;120;201;0;478;True;689.0
6;490;test;113;NA;1;120;201;1;438;True;689.0
6;491;test;114;NA;1;120;201;1;496;True;689.0
6;492;test;442;NA;1;120;201;0;477;True;689.0
6;493;test;212;NA;1;120;201;1;550;True;689.0
6;494;test;123;NA;1;120;201;1;459;True;689.0
6;495;test;342;NA;1;120;201;0;389;True;689.0
6;496;test;211;NA;1;120;201;1;566;True;689.0
6;497;test;222;NA;1;120;201;1;426;True;689.0
6;498;test;432;NA;1;120;201;0;417;True;689.0
6;499;test;332;NA;1;120;201;0;320;True;689.0
6;500;test;342;NA;1;120;201;0;385;True;689.0
6;501;test;332;NA;1;120;201;0;427;True;689.0
6;502;test;211;NA;1;120;201;1;463;True;689.0
6;503;test;222;NA;1;120;201;1;375;True;689.0
6;504;test;442;NA;1;120;201;0;480;True;689.0
6;505;test;212;NA;1;120;201;1;401;True;689.0
6;506;test;123;NA;1;120;201;0;485;True;689.0
6;507;test;114;NA;1;120;201;1;472;True;689.0
6;508;test;113;NA;1;120;201;1;600;True;689.0
6;509;test;432;NA;1;120;201;0;396;True;689.0
6;510;test;123;NA;1;120;201;1;610;True;689.0
6;511;test;342;NA;1;120;201;0;385;True;689.0
6;512;test;432;NA;1;120;201;0;338;True;689.0
6;513;test;212;NA;1;120;201;1;491;True;689.0
6;514;test;332;NA;1;120;201;NA;NA;True;689.0
6;515;test;211;NA;1;120;201;1;603;True;689.0
6;516;test;114;NA;1;120;201;0;491;True;689.0
6;517;test;442;NA;1;120;201;0;448;True;689.0
6;518;test;113;NA;1;120;201;1;537;True;689.0
6;519;test;222;NA;1;120;201;0;654;True;689.0
6;520;test;211;NA;1;120;201;NA;NA;True;689.0
6;521;test;113;NA;1;120;201;0;518;True;689.0
6;522;test;114;NA;1;120;201;0;460;True;689.0
6;523;test;442;NA;1;120;201;0;431;True;689.0
