subj_id;trial;block;stim;true_cat;cat0_is_right_key;color_presentation_order;feature_presentation_order;response;time;time_pressure_cond;time_pressure_in_ms
7;1;training;113;0;0;201;210;0;2344;True;NA
7;2;training;223;0;0;201;210;0;1333;True;NA
7;3;training;212;1;0;201;210;0;899;True;NA
7;4;training;213;0;0;201;210;0;979;True;NA
7;5;training;123;1;0;201;210;0;1058;True;NA
7;6;training;222;0;0;201;210;0;2782;True;NA
7;7;training;112;1;0;201;210;1;1629;True;NA
7;8;training;122;1;0;201;210;1;2612;True;NA
7;9;training;112;1;0;201;210;1;1441;True;NA
7;10;training;123;1;0;201;210;1;1589;True;NA
7;11;training;213;0;0;201;210;1;1816;True;NA
7;12;training;223;0;0;201;210;1;2428;True;NA
7;13;training;113;0;0;201;210;0;592;True;NA
7;14;training;212;1;0;201;210;1;1159;True;NA
7;15;training;122;1;0;201;210;0;7960;True;NA
7;16;training;222;0;0;201;210;1;4840;True;NA
7;17;training;222;0;0;201;210;0;844;True;NA
7;18;training;113;0;0;201;210;0;2578;True;NA
7;19;training;223;0;0;201;210;0;5647;True;NA
7;20;training;213;0;0;201;210;0;2598;True;NA
7;21;training;123;1;0;201;210;0;1788;True;NA
7;22;training;122;1;0;201;210;0;3178;True;NA
7;23;training;212;1;0;201;210;0;1654;True;NA
7;24;training;112;1;0;201;210;0;2812;True;NA
7;25;training;222;0;0;201;210;0;1192;True;NA
7;26;training;122;1;0;201;210;0;3242;True;NA
7;27;training;123;1;0;201;210;0;4840;True;NA
7;28;training;112;1;0;201;210;0;6468;True;NA
7;29;training;223;0;0;201;210;0;1452;True;NA
7;30;training;212;1;0;201;210;1;4225;True;NA
7;31;training;113;0;0;201;210;0;1998;True;NA
7;32;training;213;0;0;201;210;0;1308;True;NA
7;33;training;223;0;0;201;210;0;1709;True;NA
7;34;training;113;0;0;201;210;0;1533;True;NA
7;35;training;122;1;0;201;210;0;1123;True;NA
7;36;training;212;1;0;201;210;0;3268;True;NA
7;37;training;222;0;0;201;210;0;2070;True;NA
7;38;training;123;1;0;201;210;0;2501;True;NA
7;39;training;112;1;0;201;210;1;1348;True;NA
7;40;training;213;0;0;201;210;1;956;True;NA
7;41;training;223;0;0;201;210;0;2455;True;NA
7;42;training;222;0;0;201;210;0;1438;True;NA
7;43;training;112;1;0;201;210;1;4669;True;NA
7;44;training;113;0;0;201;210;1;1554;True;NA
7;45;training;123;1;0;201;210;0;1314;True;NA
7;46;training;122;1;0;201;210;1;886;True;NA
7;47;training;213;0;0;201;210;0;967;True;NA
7;48;training;212;1;0;201;210;0;2358;True;NA
7;49;training;113;0;0;201;210;0;3842;True;NA
7;50;training;212;1;0;201;210;1;1105;True;NA
7;51;training;222;0;0;201;210;1;2704;True;NA
7;52;training;122;1;0;201;210;1;2385;True;NA
7;53;training;213;0;0;201;210;0;1287;True;NA
7;54;training;112;1;0;201;210;1;3750;True;NA
7;55;training;223;0;0;201;210;0;1762;True;NA
7;56;training;123;1;0;201;210;0;1189;True;NA
7;57;training;113;0;0;201;210;0;1167;True;NA
7;58;training;112;1;0;201;210;1;2221;True;NA
7;59;training;123;1;0;201;210;0;5636;True;NA
7;60;training;212;1;0;201;210;0;2113;True;NA
7;61;training;213;0;0;201;210;0;1422;True;NA
7;62;training;222;0;0;201;210;0;1313;True;NA
7;63;training;122;1;0;201;210;1;4281;True;NA
7;64;training;223;0;0;201;210;0;1525;True;NA
7;65;training;212;1;0;201;210;1;1307;True;NA
7;66;training;223;0;0;201;210;0;1684;True;NA
7;67;training;123;1;0;201;210;1;7335;True;NA
7;68;training;112;1;0;201;210;1;939;True;NA
7;69;training;122;1;0;201;210;1;1840;True;NA
7;70;training;113;0;0;201;210;1;3618;True;NA
7;71;training;222;0;0;201;210;0;1453;True;NA
7;72;training;213;0;0;201;210;1;1949;True;NA
7;73;training;212;1;0;201;210;1;1571;True;NA
7;74;training;112;1;0;201;210;1;1138;True;NA
7;75;training;223;0;0;201;210;0;1134;True;NA
7;76;training;213;0;0;201;210;0;4933;True;NA
7;77;training;222;0;0;201;210;0;1528;True;NA
7;78;training;113;0;0;201;210;1;1232;True;NA
7;79;training;122;1;0;201;210;1;4540;True;NA
7;80;training;123;1;0;201;210;0;1666;True;NA
7;81;training;113;0;0;201;210;0;2465;True;NA
7;82;training;112;1;0;201;210;1;1683;True;NA
7;83;training;123;1;0;201;210;1;3155;True;NA
7;84;training;223;0;0;201;210;1;739;True;NA
7;85;training;212;1;0;201;210;0;2517;True;NA
7;86;training;122;1;0;201;210;1;3463;True;NA
7;87;training;213;0;0;201;210;0;1932;True;NA
7;88;training;222;0;0;201;210;0;2910;True;NA
7;89;training;222;0;0;201;210;0;986;True;NA
7;90;training;122;1;0;201;210;1;1961;True;NA
7;91;training;112;1;0;201;210;1;1497;True;NA
7;92;training;113;0;0;201;210;0;900;True;NA
7;93;training;223;0;0;201;210;0;1414;True;NA
7;94;training;123;1;0;201;210;0;1061;True;NA
7;95;training;212;1;0;201;210;1;6047;True;NA
7;96;training;213;0;0;201;210;0;1588;True;NA
7;97;training;122;1;0;201;210;1;3046;True;NA
7;98;training;113;0;0;201;210;0;2426;True;NA
7;99;training;212;1;0;201;210;1;2403;True;NA
7;100;training;213;0;0;201;210;0;827;True;NA
7;101;training;123;1;0;201;210;0;4731;True;NA
7;102;training;112;1;0;201;210;1;1490;True;NA
7;103;training;222;0;0;201;210;0;1450;True;NA
7;104;training;223;0;0;201;210;0;3323;True;NA
7;105;training;113;0;0;201;210;0;1931;True;NA
7;106;training;213;0;0;201;210;0;1274;True;NA
7;107;training;222;0;0;201;210;0;1164;True;NA
7;108;training;122;1;0;201;210;1;1144;True;NA
7;109;training;112;1;0;201;210;1;1864;True;NA
7;110;training;212;1;0;201;210;1;1676;True;NA
7;111;training;223;0;0;201;210;0;1079;True;NA
7;112;training;123;1;0;201;210;0;2277;True;NA
7;113;training;123;1;0;201;210;0;2367;True;NA
7;114;training;212;1;0;201;210;1;3489;True;NA
7;115;training;112;1;0;201;210;1;1098;True;NA
7;116;training;223;0;0;201;210;0;1250;True;NA
7;117;training;213;0;0;201;210;0;3941;True;NA
7;118;training;222;0;0;201;210;0;1445;True;NA
7;119;training;113;0;0;201;210;1;1130;True;NA
7;120;training;122;1;0;201;210;1;2700;True;NA
7;121;training;123;1;0;201;210;0;5293;True;NA
7;122;training;213;0;0;201;210;0;12045;True;NA
7;123;training;112;1;0;201;210;1;6159;True;NA
7;124;training;222;0;0;201;210;0;2279;True;NA
7;125;training;113;0;0;201;210;0;7343;True;NA
7;126;training;122;1;0;201;210;1;2103;True;NA
7;127;training;223;0;0;201;210;0;2257;True;NA
7;128;training;212;1;0;201;210;0;1462;True;NA
7;129;training;122;1;0;201;210;1;2775;True;NA
7;130;training;212;1;0;201;210;1;1968;True;NA
7;131;training;223;0;0;201;210;0;1808;True;NA
7;132;training;213;0;0;201;210;0;4029;True;NA
7;133;training;112;1;0;201;210;1;1223;True;NA
7;134;training;222;0;0;201;210;0;1320;True;NA
7;135;training;113;0;0;201;210;1;2372;True;NA
7;136;training;123;1;0;201;210;0;611;True;NA
7;137;training;113;0;0;201;210;0;912;True;NA
7;138;training;222;0;0;201;210;0;1041;True;NA
7;139;training;112;1;0;201;210;0;2481;True;NA
7;140;training;223;0;0;201;210;0;1531;True;NA
7;141;training;212;1;0;201;210;1;1030;True;NA
7;142;training;122;1;0;201;210;1;7828;True;NA
7;143;training;123;1;0;201;210;0;1470;True;NA
7;144;training;213;0;0;201;210;0;2614;True;NA
7;145;training;113;0;0;201;210;0;1539;True;NA
7;146;training;222;0;0;201;210;0;1433;True;NA
7;147;training;123;1;0;201;210;0;1286;True;NA
7;148;training;223;0;0;201;210;0;6027;True;NA
7;149;training;112;1;0;201;210;1;1154;True;NA
7;150;training;213;0;0;201;210;1;5527;True;NA
7;151;training;122;1;0;201;210;1;3392;True;NA
7;152;training;212;1;0;201;210;0;3143;True;NA
7;153;training;223;0;0;201;210;0;1501;True;NA
7;154;training;122;1;0;201;210;1;1343;True;NA
7;155;training;113;0;0;201;210;1;1483;True;NA
7;156;training;213;0;0;201;210;1;1756;True;NA
7;157;training;112;1;0;201;210;1;1018;True;NA
7;158;training;222;0;0;201;210;0;1485;True;NA
7;159;training;212;1;0;201;210;1;3343;True;NA
7;160;training;123;1;0;201;210;0;4238;True;NA
7;161;training;113;0;0;201;210;0;4351;True;NA
7;162;training;223;0;0;201;210;0;12812;True;NA
7;163;training;222;0;0;201;210;0;1432;True;NA
